Date,Average
02/10/2024,रू २९.००
02/11/2024,रू २९.००
02/12/2024,रू २९.००
02/13/2024,रू २९.००
02/14/2024,रू २९.००
02/15/2024,रू २९.००
02/16/2024,रू २९.००
02/17/2024,रू ३१.००
02/18/2024,रू ३१.००
02/19/2024,रू ३२.५०
02/20/2024,रू ३२.००
02/21/2024,रू ३२.००
02/22/2024,रू ३४.००
02/23/2024,रू ३४.००
02/24/2024,रू ३३.८०
02/25/2024,रू ३३.३३
02/26/2024,रू ३४.००
02/27/2024,रू ३३.६०
02/28/2024,रू ३३.४०
02/29/2024,रू ३३.५०
03/01/2024,रू ३३.००
03/02/2024,रू ३३.५०
03/04/2024,रू ३३.५०
03/05/2024,रू ३४.००
03/06/2024,रू ३३.००
03/07/2024,रू ३१.४०
03/08/2024,रू ३२.७५
03/09/2024,रू ३३.८०
03/10/2024,रू ३३.३३
03/11/2024,रू ३३.२०
03/12/2024,रू ३५.००
03/13/2024,रू ३५.००
03/14/2024,रू ३६.००
03/15/2024,रू ३६.५०
03/16/2024,रू ३८.००
03/17/2024,रू ३८.००
03/18/2024,रू ३७.००
03/19/2024,रू ३९.००
03/20/2024,रू ३९.००
03/21/2024,रू ४०.००
03/22/2024,रू ४१.२०
03/23/2024,रू ४१.००
03/24/2024,रू ४१.००
03/25/2024,रू ४३.६०
03/26/2024,रू ४३.८०
03/27/2024,रू ४३.८०
03/28/2024,रू ४५.००
03/29/2024,रू ४५.००
03/30/2024,रू ४५.००
03/31/2024,रू ४५.००
04/01/2024,रू ४६.८०
04/02/2024,रू ४५.००
04/03/2024,रू ४५.००
04/04/2024,रू ४५.००
04/05/2024,रू ४५.००
04/06/2024,रू ४३.००
04/07/2024,रू ४२.३३
04/08/2024,रू ४२.४०
04/09/2024,रू ४२.५०
04/10/2024,रू ४३.००
04/11/2024,रू ४२.५०
04/12/2024,रू ४२.४०
04/13/2024,रू ४२.५०
04/14/2024,रू ४२.३३
04/15/2024,रू ४४.००
04/16/2024,रू ४७.५०
04/17/2024,रू ४७.६०
04/18/2024,रू ५०.००
04/19/2024,रू ५२.५०
04/20/2024,रू ४७.८०
04/21/2024,रू ४७.६७
04/22/2024,रू ४९.६०
04/23/2024,रू ४७.५०
04/24/2024,रू ४७.५०
04/25/2024,रू ४७.६०
04/26/2024,रू ४८.००
04/27/2024,रू ४७.००
04/28/2024,रू ४८.००
04/29/2024,रू ४७.६०
04/30/2024,रू ४७.५०
05/01/2024,रू ४७.५०
05/02/2024,रू ४७.६०
05/03/2024,रू ४७.००
05/04/2024,रू ४७.५०
05/05/2024,रू ४७.६७
05/06/2024,रू ४७.६०
05/07/2024,रू ४८.००
05/08/2024,रू ४६.५०
05/09/2024,रू ४७.६०
05/10/2024,रू ४८.००
05/11/2024,रू ४७.५०
05/12/2024,रू ४७.६७
05/13/2024,रू ४८.००
05/14/2024,रू ५०.००
05/15/2024,रू ५०.४०
05/16/2024,रू ५२.४०
05/17/2024,रू ५२.४०
05/18/2024,रू ५३.८०
05/19/2024,रू ५३.३३
05/20/2024,रू ५३.८०
05/21/2024,रू ५४.६०
05/22/2024,रू ५५.२०
05/23/2024,रू ५५.००
05/24/2024,रू ५५.००
05/25/2024,रू ५५.००
05/26/2024,रू ५५.००
05/27/2024,रू ५४.४०
05/28/2024,रू ५२.४०
05/29/2024,रू ५२.४०
05/30/2024,रू ५३.००
05/31/2024,रू ५२.४०
06/01/2024,रू ५२.४०
06/02/2024,रू ५२.३३
06/03/2024,रू ५३.००
06/04/2024,रू ५२.३३
06/05/2024,रू ५२.४०
06/06/2024,रू ५२.३३
06/07/2024,रू ५२.५०
06/08/2024,रू ५२.४०
06/09/2024,रू ५२.३३
06/10/2024,रू ५२.४०
06/11/2024,रू ५२.३३
06/12/2024,रू ५३.००
06/13/2024,रू ५३.३३
06/14/2024,रू ५१.८०
06/15/2024,रू ५४.००
06/16/2024,रू ५३.६७
06/17/2024,रू ५४.४०
06/18/2024,रू ५३.३३
06/19/2024,रू ५३.८०
06/20/2024,रू ५३.६७
06/21/2024,रू ५४.६०
06/22/2024,रू ५६.००
06/23/2024,रू ५२.६७
06/24/2024,रू ५६.००
06/25/2024,रू ५६.३३
06/26/2024,रू ५७.६०
06/27/2024,रू ५७.६७
06/28/2024,रू ५८.००
06/29/2024,रू ६१.२०
06/30/2024,रू ६१.००
07/01/2024,रू ६१.२०
07/02/2024,रू ६१.००
07/03/2024,रू ६०.४०
07/04/2024,रू ५९.७५
07/05/2024,रू ६२.००
07/06/2024,रू ६२.६०
07/07/2024,रू ६२.३३
07/08/2024,रू ६५.२०
07/09/2024,रू ६५.००
07/10/2024,रू ६६.००
07/11/2024,रू ६६.३३
07/12/2024,रू ६६.४०
07/13/2024,रू ६६.६०
07/14/2024,रू ५६.३३
07/15/2024,रू ७०.००
07/16/2024,रू ७०.००
07/17/2024,रू ६९.२०
07/18/2024,रू ६९.००
07/19/2024,रू ६९.६०
07/20/2024,रू ७०.४०
07/21/2024,रू ७०.००
07/22/2024,रू ७०.००
07/23/2024,रू ६९.७५
07/24/2024,रू ६९.६०
07/25/2024,रू ७०.००
07/26/2024,रू ६६.००
07/27/2024,रू ६८.००
07/28/2024,रू ६७.३३
07/29/2024,रू ६८.००
07/30/2024,रू ६७.३३
07/31/2024,रू ६८.००
08/01/2024,रू ६७.३३
08/02/2024,रू ६८.००
08/03/2024,रू ७०.५०
08/04/2024,रू ६९.६७
08/05/2024,रू ६९.००
08/06/2024,रू ७०.००
08/07/2024,रू ६८.००
08/08/2024,रू ६७.३३
08/09/2024,रू ६८.००
08/10/2024,रू ६८.००
08/11/2024,रू ६७.६७
08/12/2024,रू ६७.५०
08/13/2024,रू ६७.६७
08/14/2024,रू ६८.००
08/15/2024,रू ६७.६७
08/16/2024,रू ६८.००
08/17/2024,रू ६८.००
08/18/2024,रू ६८.००
08/19/2024,रू ६७.६०
08/20/2024,रू ६७.६७
08/21/2024,रू ६८.००
08/22/2024,रू ६७.३३
08/23/2024,रू ६८.००
08/24/2024,रू ६७.५०
08/25/2024,रू ६७.६७
08/26/2024,रू ६८.००
08/27/2024,रू ६७.६७
08/28/2024,रू ६७.००
08/29/2024,रू ६५.००
08/30/2024,रू ६७.००
08/31/2024,रू ६८.००
09/01/2024,रू ६८.५०
09/02/2024,रू ७०.००
09/03/2024,रू ७०.००
09/04/2024,रू ६९.७५
09/05/2024,रू ६९.६७
09/06/2024,रू ७०.००
09/07/2024,रू ६९.७५
09/08/2024,रू ७०.००
09/09/2024,रू ७०.००
09/10/2024,रू ७०.००
09/11/2024,रू ७०.००
09/12/2024,रू ७०.००
09/13/2024,रू ७०.००
09/14/2024,रू ७०.००
09/15/2024,रू ७०.००
09/16/2024,रू ६७.६७
09/17/2024,रू ६७.६७
09/18/2024,रू ७२.३३
09/19/2024,रू ७२.३३
09/20/2024,रू ७६.६७
09/23/2024,रू ६२.६७
09/24/2024,रू ७७.६७
09/25/2024,रू ७९.००
09/26/2024,रू ८०.००
09/27/2024,रू ७७.६७
09/28/2024,रू ७७.६७
09/29/2024,रू ७८.३३
